Login 1,Family Name 1,Given Name 1,ORGU 1,Pub ID,Login 2,Family Name 2,Given Name 2,Cat,ORGU 2,Organisation
jc125302,Lawrence,Annemarie,,33654,,Mueller,Valerie,external,,"McMaster University, CAN"
jc125302,Lawrence,Annemarie,,33654,,Gregorovich,Sandra,external,,"McMaster University, CAN"
jc125302,Lawrence,Annemarie,,33654,,Moore,Elaine,external,,"McMaster University, CAN"
jc125302,Lawrence,Annemarie,,33654,,Gratton,Robert,external,,"St. Joseph's Health Care, Canada"
jc125302,Lawrence,Annemarie,,33654,,Kennedy,Laura,external,,"St. Joseph's Health Care, Canada"
jc125302,Lawrence,Annemarie,,33654,,Scheufler,Peter,external,,"Trillium Health Centre, Canada"
jc125302,Lawrence,Annemarie,,33654,,Reid,Donna,external,,"Trillium Health Centre, Canada"
jc125302,Lawrence,Annemarie,,33654,,Klam,Stephanie,external,,"SMBD Jewish General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Daitchman,Rhona,external,,"SMBD Jewish General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Farquharson,Duncan,external,,"Royal Columbian Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Harrison,Kristy,external,,"Royal Columbian Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Kulkarni,Ramesh,external,,"North Bay General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Scarfone,Rhonda,external,,"North Bay General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Laplante,Joanne,external,,"North Bay General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Carson,George,external,,"Regina General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Williams,Suzanne,external,,"Regina General Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Rosman,David,external,,"York Central Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Nemtean,Debbie,external,,"York Central Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Olatunbosun,Femi,external,,"Royal University Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Pierson,Kathleen,external,,"Royal University Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Crane,Joan,external,,"Women's Health Centre, Canada"
jc125302,Lawrence,Annemarie,,33654,,Hutchens,Donna,external,,"Women's Health Centre, Canada"
jc125302,Lawrence,Annemarie,,33654,,Zaltz,Arthur,external,,"Sunnybrooke Health Sciences Centre, Canada"
jc125302,Lawrence,Annemarie,,33654,,Brown,Melissa,external,,"Sunnybrooke Health Sciences Centre, Canada"
jc125302,Lawrence,Annemarie,,33654,,Ornstein,Melanie,external,,"Toronto East General, Canada"
jc125302,Lawrence,Annemarie,,33654,,Visram,Soraya,external,,"Toronto East General, Canada"
jc125302,Lawrence,Annemarie,,33654,,Bordin,Jennifer,external,,"Toronto East General, Canada"
jc125302,Lawrence,Annemarie,,33654,,Siurna,Hiliary,external,,"Toronto East General, Canada"
jc125302,Lawrence,Annemarie,,33654,,Petruskavich,Shelly,external,,"Toronto East General, Canada"
jc125302,Lawrence,Annemarie,,33654,,Gagnon,Alain,external,,"Children's & Women's Health Centre of BC, Canada"
jc125302,Lawrence,Annemarie,,33654,,Lee,Jennifer,external,,"Children's & Women's Health Centre of BC, Canada"
jc125302,Lawrence,Annemarie,,33654,,Fernandez,Ariadna,external,,"Children's & Women's Health Centre of BC, Canada"
jc125302,Lawrence,Annemarie,,33654,,Kaye,Stephen,external,,"Lion's Gate Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Haslauer,Kelly-Ann,external,,"Lion's Gate Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Cundiff,Geoffrey,external,,"St. Paul's Hospital, Canada"
jc125302,Lawrence,Annemarie,,33654,,Gomez,Ricardo,external,,"Hospital Dr. Sotero del Rio, Chile"
jc125302,Lawrence,Annemarie,,33654,,Kusanovic,Juan Pedro,external,,"Hospital Dr. Sotero del Rio, Chile"
jc125302,Lawrence,Annemarie,,33654,,Silva Neculman,Karla,external,,"Hospital Dr. Sotero del Rio, Chile"
jc125302,Lawrence,Annemarie,,33654,,Leighton Valenzuela,Luis,external,,"Hospital Dr. Gustavo Frike, Chile"
jc125302,Lawrence,Annemarie,,33654,,Madariaga Leiva,Erika,external,,"Hospital Dr. Gustavo Frike, Chile"
jc125302,Lawrence,Annemarie,,33654,,Romo Cabrera,Juan Guillermo,external,,"Hospital Dr. Gustavo Frike, Chile"
jc125302,Lawrence,Annemarie,,33654,,Molina Ravanal,Mónica,external,,"Hospital Dr. Gustavo Frike, Chile"
jc125302,Lawrence,Annemarie,,33654,,Schiaffino Orrego,Rodrigo,external,,"Hospital Dr. Gustavo Frike, Chile"
jc125302,Lawrence,Annemarie,,33654,,Matijevic,Ratko,external,,"Sveti Duh Hospital, Croatia"
jc125302,Lawrence,Annemarie,,33654,,Makhlouf,Ahmad,external,,"Assuit University Hospital, Egypt"
jc125302,Lawrence,Annemarie,,33654,,Saber,Osama,external,,"Assuit University Hospital, Egypt"
jc125302,Lawrence,Annemarie,,33654,,Abdelradey,Tarek,external,,"Assuit University Hospital, Egypt"
jc125302,Lawrence,Annemarie,,33654,,Kirss,Fred,external,,"Tartu University Hospital, Estonia"
jc125302,Lawrence,Annemarie,,33654,,Rull,Kristiina,external,,"Tartu University Hospital, Estonia"
jc125302,Lawrence,Annemarie,,33654,,Vaas,Pille,external,,"Tartu University Hospital, Estonia"
jc125302,Lawrence,Annemarie,,33654,,Hopp,Hartmut,external,,"CUB Benjamin Franklin, Germany"
jc125302,Lawrence,Annemarie,,33654,,Nonnenmacher,Andreas,external,,"CUB Benjamin Franklin, Germany"
jc125302,Lawrence,Annemarie,,33654,,Michaelis,Silke,external,,"CUB Virchow Klinikum, Germany"
jc125302,Lawrence,Annemarie,,33654,,Hasbargen,Uwe,external,,"Ludwig-Maximilians-Universität, München, DEU"
jc125302,Lawrence,Annemarie,,33654,,Delius,Maria,external,,"Ludwig-Maximilians-Universität, München, DEU"
jc125302,Lawrence,Annemarie,,33654,,Antsaklis,Aris,external,,"Alexandra Maternity, Greece"
jc125302,Lawrence,Annemarie,,33654,,Drakakis,Peter,external,,"Alexandra Maternity, Greece"
jc125302,Lawrence,Annemarie,,33654,,Major,Tamás,external,,"University of Debrecen, Hungary"
jc125302,Lawrence,Annemarie,,33654,,Bartha,Tünde,external,,"University of Debrecen, Hungary"
jc125302,Lawrence,Annemarie,,33654,,Salim,Raed,external,,"HaEmek Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Harel,Linda,external,,"Ma'ayney HaYeshua Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Chayen,Benny,external,,"Ma'ayney HaYeshua Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Siev,Sima,external,,"Ma'ayney HaYeshua Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Hallak,Mordechai,external,,"Hillel Yaffe, Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Mei-Dan,Elad,external,,"Hillel Yaffe, Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Gonen,Ron,external,,"Bnai Zion Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Wolff,Leslie,external,,"Bnai Zion Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Sadan,Oscar,external,,"Edith Wolfson Medical Center, Israel"
jc125302,Lawrence,Annemarie,,33654,,Mansour-Schwake,Dalia,external,,"Holy Family Hospital, Israel"
jc125302,Lawrence,Annemarie,,33654,,Petchinkin,Liana,external,,"Holy Family Hospital, Israel"
jc125302,Lawrence,Annemarie,,33654,,Hakim,Marwan,external,,"Nazareth Hospital, Israel"
jc125302,Lawrence,Annemarie,,33654,,Perlitz,Yuri,external,,"Poriya Government Hospital, Israel"
jc125302,Lawrence,Annemarie,,33654,,Ben-Ami,Moshe,external,,"Poriya Government Hospital, Israel"
jc125302,Lawrence,Annemarie,,33654,,Pansky,Samuel,external,,"Poriya Government Hospital, Israel"
jc125302,Lawrence,Annemarie,,33654,,Simms-Stewart,Donnette,external,,"University Hospital of the West Indies, Jamaica"
jc125302,Lawrence,Annemarie,,33654,,Wilson,Monifa,external,,"University Hospital of the West Indies, Jamaica"
jc125302,Lawrence,Annemarie,,33654,,El-Zibdeh,Mazen,external,,"Islamic Hospital, Jordan"
jc125302,Lawrence,Annemarie,,33654,,AlFaris,Lama,external,,"Islamic Hospital, Jordan"
jc125302,Lawrence,Annemarie,,33654,,Heres,Marion,external,,"Sint Lucas Andreas Ziekenhuis, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Sluis,Aafje,external,,"Sint Lucas Andreas Ziekenhuis, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Roumen,Frans J.M.E.,external,,"Atrium Medical Center, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Rinkens,Jeannine,external,,"Atrium Medical Center, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Willekes,Christine,external,,"Academisch Ziekenhuis Maastricht, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Alleman,Sjaak,external,,"Maaslandziekenhuis Sittard, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,van Zandvoort,Simon Gordijn,external,,"Maaslandziekenhuis Sittard, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Porath,Martina M.,external,,"Maxima Medical Center, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Verhoeven,Corine,external,,"Maxima Medical Center, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Mol,Ben Willem,external,,"Maxima Medical Center, Netherlands"
jc125302,Lawrence,Annemarie,,33654,,Radfar,Forough,external,,"Khoula Hospital, Oman"
jc125302,Lawrence,Annemarie,,33654,,Khan,Sultana,external,,"Khoula Hospital, Oman"
jc125302,Lawrence,Annemarie,,33654,,Preis,Krzysztof,external,,Medical University of Gdansk
jc125302,Lawrence,Annemarie,,33654,,Swiatkowska-Freund,Malgorzata,external,,Medical University of Gdansk
jc125302,Lawrence,Annemarie,,33654,,Krasomski,Grzegorz,external,,"Polish Mother's Memorial Hospital, Poland"
jc125302,Lawrence,Annemarie,,33654,,Kesiak,Marcin,external,,"Polish Mother's Memorial Hospital, Poland"
jc125302,Lawrence,Annemarie,,33654,,Krekora,Michael,external,,"Polish Mother's Memorial Hospital, Poland"
jc125302,Lawrence,Annemarie,,33654,,Zych,Katarzyna,external,,"Polish Mother's Memorial Hospital, Poland"
jc125302,Lawrence,Annemarie,,33654,,Wilczynski,Jan,external,,"Polish Mother's Memorial Hospital, Poland"
jc125302,Lawrence,Annemarie,,33654,,Breborowicz,Grzegorz,external,,Univeristy School of medical Sciece
jc125302,Lawrence,Annemarie,,33654,,Dera,Anna,external,,Univeristy School of medical Sciece
jc125302,Lawrence,Annemarie,,33654,,ur Rahman,Ssjjad,external,,"Hamad Medical Corporation, Qatar"
jc125302,Lawrence,Annemarie,,33654,,Al-Jassim,Amal Abdullah,external,,"Hamad Medical Corporation, Qatar"
jc125302,Lawrence,Annemarie,,33654,,Stamatian,Florin,external,,"University of Pharmacy and Medicine, Romania"
jc125302,Lawrence,Annemarie,,33654,,Caracostea,Gabriela,external,,"University of Pharmacy and Medicine, Romania"
jc125302,Lawrence,Annemarie,,33654,,Gojnic,Miroslava,external,,"University of Belgrade, Serbia"
jc125302,Lawrence,Annemarie,,33654,,Fazlagic,Amira,external,,"University of Belgrade, Serbia"
jc125302,Lawrence,Annemarie,,33654,,Perovic,Milan,external,,"University of Belgrade, Serbia"
jc125302,Lawrence,Annemarie,,33654,,Vasiljevic,Brankica,external,,"University of Belgrade, Serbia"
jc125302,Lawrence,Annemarie,,33654,,Stephanovic,Toma,external,,"University of Belgrade, Serbia"
jc125302,Lawrence,Annemarie,,33654,,Gonce,Anna,external,,"Universitat de Barcelona, ESP"
jc125302,Lawrence,Annemarie,,33654,,Herrero Rodriguez,Sara,external,,"Universitat de Barcelona, ESP"
jc125302,Lawrence,Annemarie,,33654,,Massanes,Marta,external,,"Universitat de Barcelona, ESP"
jc125302,Lawrence,Annemarie,,33654,,Carreras Moratonas,Elena,external,,"Hospital Vall d'Hebron, Spain"
jc125302,Lawrence,Annemarie,,33654,,Rodo Rodriguez,Carlota,external,,"Hospital Vall d'Hebron, Spain"
jc125302,Lawrence,Annemarie,,33654,,Arevalo Martinez,Silvia,external,,"Hospital Vall d'Hebron, Spain"
jc125302,Lawrence,Annemarie,,33654,,Llurba,Elisa,external,,"Hospital Vall d'Hebron, Spain"
jc125302,Lawrence,Annemarie,,33654,,Suy Franch,Anna,external,,"Hospital Vall d'Hebron, Spain"
jc125302,Lawrence,Annemarie,,33654,,de la Calle,Maria,external,,"Hospital la Paz, Spain"
jc125302,Lawrence,Annemarie,,33654,,Dans,Fernando,external,,"Hospital la Paz, Spain"
jc125302,Lawrence,Annemarie,,33654,,Sancha,Marta,external,,"Hospital la Paz, Spain"
jc125302,Lawrence,Annemarie,,33654,,Lopez,Sara,external,,"Hospital la Paz, Spain"
jc125302,Lawrence,Annemarie,,33654,,Canete Palomo,Maria Luisa,external,,"Complejo Hospitalario de Toledo, Spain"
jc125302,Lawrence,Annemarie,,33654,,Maldonado del Valle,María Dolores,external,,"Complejo Hospitalario de Toledo, Spain"
jc125302,Lawrence,Annemarie,,33654,,Rodríguez Martín,María Nieves,external,,"Complejo Hospitalario de Toledo, Spain"
jc125302,Lawrence,Annemarie,,33654,,Lázaro-Carrasco Delgado,Carolina,external,,"Complejo Hospitalario de Toledo, Spain"
jc125302,Lawrence,Annemarie,,33654,,Jiménez Fournier,María Carmen,external,,"Complejo Hospitalario de Toledo, Spain"
jc125302,Lawrence,Annemarie,,33654,,Ojutiku,Dale,external,,"Basildon & Thurrock University Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Masuku,Maxwell,external,,"Basildon & Thurrock University Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Goodsell,Kerry,external,,"Basildon & Thurrock University Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Southam,Donna,external,,"Basildon & Thurrock University Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Tuffnell,Derek,external,,"Bradford Royal Infirmary, UK"
jc125302,Lawrence,Annemarie,,33654,,Germaine,Tracey,external,,"Bradford Royal Infirmary, UK"
jc125302,Lawrence,Annemarie,,33654,,Palethorpe,Rebecca,external,,"Bradford Royal Infirmary, UK"
jc125302,Lawrence,Annemarie,,33654,,Farrar,Diane,external,,"Bradford Royal Infirmary, UK"
jc125302,Lawrence,Annemarie,,33654,,Wright,Janet,external,,"Bradford Royal Infirmary, UK"
jc125302,Lawrence,Annemarie,,33654,,Al-Taher,Hamed,external,,Queen Elizabeth Hospital
jc125302,Lawrence,Annemarie,,33654,,Meehan,Helen,external,,Queen Elizabeth Hospital
jc125302,Lawrence,Annemarie,,33654,,Bricker,Leanne,external,,"Liverpool Women's Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Dower,Michelle,external,,"Liverpool Women's Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Houghton,Gillian,external,,"Liverpool Women's Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Pascall,Angela,external,,"Liverpool Women's Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Longworth,Heather,external,,"Liverpool Women's Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Sau,Ashis,external,,"Lewisham Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Thornton,James,external,,"Nottingham City Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Fisher,Joanne,external,,"Nottingham City Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Houda,Mohammed,external,,"Nottingham City Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Simm,Andy,external,,"Nottingham City Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Bugg,George,external,,"Nottingham City Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Deshpande,Ruta,external,,"Queen's Medical Centre University Hospital, GBR"
jc125302,Lawrence,Annemarie,,33654,,Davis,Yvette,external,,"Queen's Medical Centre University Hospital, GBR"
jc125302,Lawrence,Annemarie,,33654,,Holloway,Fiona,external,,"Queen's Medical Centre University Hospital, GBR"
jc125302,Lawrence,Annemarie,,33654,,Bugg,George,external,,"Queen's Medical Centre University Hospital, GBR"
jc125302,Lawrence,Annemarie,,33654,,Welch,Ross,external,,"Derriford Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Hollands,Heidi,external,,"Derriford Hospital, UK"
jc125302,Lawrence,Annemarie,,33654,,Young,Peter,external,,"University Hospital of North Staffordshire, UK"
jc125302,Lawrence,Annemarie,,33654,,Hinshaw,Kim,external,,"City Hospitals Sunderland NHS Foundation Trust, GBR"
jc125302,Lawrence,Annemarie,,33654,,Bargh,Amanda,external,,"City Hospitals Sunderland NHS Foundation Trust, GBR"
jc125302,Lawrence,Annemarie,,33654,,Edmundson,Dawn,external,,"City Hospitals Sunderland NHS Foundation Trust, GBR"
jc125302,Lawrence,Annemarie,,33654,,Cameron,Helen,external,,"City Hospitals Sunderland NHS Foundation Trust, GBR"
jc125302,Lawrence,Annemarie,,33654,,Alonso,Justo,external,,"Pereira Rossell Hospital, Uruguay"
jc125302,Lawrence,Annemarie,,33654,,Garcia Austt,Alfonso,external,,"Pereira Rossell Hospital, Uruguay"
jc125302,Lawrence,Annemarie,,33654,,Ortiz,Alejandra,external,,"Pereira Rossell Hospital, Uruguay"
jc125302,Lawrence,Annemarie,,33654,,Burgis,Judith,external,,"University of South Carolina - Columbia, USA"
jc125302,Lawrence,Annemarie,,33654,,Brown,Stanette,external,,"University of South Carolina - Columbia, USA"
jc125302,Lawrence,Annemarie,,33654,,Gregg,Anthony,external,,"University of South Carolina - Columbia, USA"
jc125302,Lawrence,Annemarie,,33654,,Borowski,Kristi,external,,"Univeristy of Iowa Hospitals and Clinics, IL, USA"
jc125302,Lawrence,Annemarie,,33654,,Fleener,Diedre,external,,"Univeristy of Iowa Hospitals and Clinics, IL, USA"
jc125302,Lawrence,Annemarie,,33654,,Deaver,John,external,,"Jamaica Hospital Medical Center, NY, USA"
jc125302,Lawrence,Annemarie,,33654,,Sumersille,Melanie,external,,"Jamaica Hospital Medical Center, NY, USA"
jc125302,Lawrence,Annemarie,,33654,,Aronoff,Christine,external,,"Texas Tech University, USA"
jc125302,Lawrence,Annemarie,,33654,,Bland,Kimberley,external,,"Texas Tech University, USA"
jc125302,Lawrence,Annemarie,,33654,,Kontopoulos,Eftichia,external,,"University of Miami, USA"
jc125302,Lawrence,Annemarie,,33654,,Rivero,Yvette,external,,"University of Miami, USA"
jc125302,Lawrence,Annemarie,,33654,,Lovett,Stuart M.,external,,"East Bay Perinatal Medical Associates, CA, USA"
jc125302,Lawrence,Annemarie,,33654,,Zatinsky,Shana,external,,"East Bay Perinatal Medical Associates, CA, USA"
jc125302,Lawrence,Annemarie,,33654,,Diogo,Mary,external,,"East Bay Perinatal Medical Associates, CA, USA"
jc125302,Lawrence,Annemarie,,33654,,Coonrod,Dean V.,external,,"Maricopa Medical Center, AZ, USA"
jc125302,Lawrence,Annemarie,,33654,,Jimenez,Blanca Flor,external,,"Maricopa Medical Center, AZ, USA"
jc125302,Lawrence,Annemarie,,33654,,Chan,Sunny,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,,33654,,Hewson,Sheila A.,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,,33654,,Hoac,Trinh,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,,33654,,Kowal,Christine,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,,33654,,Mangoff,Kathryn,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,,33654,,Mergler,Sonya,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,,33654,,Shi,Michael,external,,"Centre for Mother, Infant, and Child Research, Canada"
jc125302,Lawrence,Annemarie,0001,33633,,Lewis,Lucy,external,0001,Curtin University of Technology
jc125302,Lawrence,Annemarie,0001,33633,,Hofmeyr,G. Justus,external,0001,"University of the Witwatersrand - Johannesburg, ZAF"
jc125302,Lawrence,Annemarie,0001,33633,,Styles,Cathy,external,0001,"Sunshine Coast Health Service District, QLD, Australia"
jc125302,Birth After Caesarian Study Group,,0001,33659,X13181,Crowther,Caroline A.,external,0001,University of Adelaide
jc125302,Birth After Caesarian Study Group,,0001,33659,X13179,Dodd,Jodie M.,external,0001,University of Adelaide
jc125302,Birth After Caesarian Study Group,,0001,33659,,Hiller,Janet E.,external,0001,Australian Catholic University
jc125302,Birth After Caesarian Study Group,,0001,33659,X13163,Haslam,Ross R.,external,0001,"The Women's and Children's Hospital, SA"
jc125302,Birth After Caesarian Study Group,,0001,33659,X13174,Robinson,Jeffrey S.,external,0001,University of Adelaide
jc125302,Lawrence,A.,0001,33650,X13179,Dodd,J.M.,external,0001,University of Adelaide
jc125302,Lawrence,A.,0001,33650,X13181,Crowther,C.A.,external,0001,University of Adelaide
jc125302,Lawrence,A.,0001,33650,X13163,Haslam,R.R.,external,0001,Women’s & Children’s Hospital
jc125302,Lawrence,A.,0001,33650,X13174,Robinson,J.S.,external,0001,University of Adelaide
jc125302,Lawrence,A.,0001,33650,,Budden,A.,external,0001,"Auckland City Hospital, NZL"
jc125302,Lawrence,A.,0001,33650,,Groom,K.,external,0001,"Auckland City Hospital, NZL"
jc125302,Lawrence,A.,0001,33650,,McDougall,J.,external,0001,"Auckland City Hospital, NZL"
jc125302,Lawrence,A.,0001,33650,,Bradford,S.,external,0001,"Caboolture Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Brown,K.,external,0001,"Caboolture Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Cochrane,L.,external,0001,"Caboolture Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Harris-Mann,L.,external,0001,"Caboolture Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Law,K.,external,0001,"Caboolture Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Ratnapala,M.,external,0001,"Caboolture Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Giles,W.,external,0001,John Hunter Hospital
jc125302,Lawrence,A.,0001,33650,,Patel,F.,external,0001,John Hunter Hospital
jc125302,Lawrence,A.,0001,33650,,Haran,M.,external,0001,"Logan Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Sharma,L.,external,0001,"Logan Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Tang,H.,external,0001,"Logan Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Kennedy-Andrews,S.,external,0001,"Lyell McEwen Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Pawley,C.,external,0001,"Lyell McEwen Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Collins,J.,external,0001,Mackay Base hospital
jc125302,Lawrence,A.,0001,33650,,Cuttance,P.,external,0001,Mackay Base hospital
jc125302,Lawrence,A.,0001,33650,,Dunn,C.,external,0001,Nepean Hospital
jc125302,Lawrence,A.,0001,33650,,Peek,M.,external,0001,Nepean Hospital
jc125302,Lawrence,A.,0001,33650,,Sellar,S.,external,0001,Nepean Hospital
jc125302,Lawrence,A.,0001,33650,,Kothari,A.,external,0001,"Redcliff Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Shallcross,M.,external,0001,"Redcliff Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Stamatiou,A.,external,0001,"Redcliff Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Wong,R.,external,0001,"Redcliff Hospital, QLD"
jc125302,Lawrence,A.,0001,33650,,Todros,T.,external,0001,"Sant'Anna Hospital, Italy"
jc125302,Lawrence,A.,0001,33650,,Vasario,E.,external,0001,"Sant'Anna Hospital, Italy"
jc125302,Lawrence,A.,0001,33650,,Chaplin,J.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,Cincotta,R.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,Gardener,G.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,Jell,M.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,Jenkins-Marsh,S.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,Karamujic,D.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,MacPhail,J.,external,0001,Mater Hospital
jc125302,Lawrence,A.,0001,33650,,Cannistraro,L.,external,0001,Royal Women's Hospital
jc125302,Lawrence,A.,0001,33650,,Umstad,M.,external,0001,Royal Women's Hospital
jc125302,Lawrence,A.,0001,33650,,Boniface,C.,external,0001,Townsville General Hospital
jc125302,Lawrence,A.,0001,33650,,Campbell,S.,external,0001,Townsville General Hospital
jc125302,Lawrence,A.,0001,33650,,Davies,C.,external,0001,Townsville General Hospital
jc125302,Lawrence,A.,0001,33650,,Edmondson,M.,external,0001,Townsville General Hospital
jc125302,Lawrence,A.,0001,33650,jc117105,Watson,D.,external,0001,Townsville General Hospital
jc125302,Lawrence,A.,0001,33650,,Antonas,B.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Ashwood,P.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Ball,V.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Bode,T.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Christou,E.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Deussen,A.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Ewens,M.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Grivell,R.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Holst,C.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Matthews,G.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,McCormack,D.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Oakey,H.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Peat,B.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Roberts,D.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Robinson,K.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Singla,A.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Svigos,J.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
jc125302,Lawrence,A.,0001,33650,,Thomas,J.,external,0001,"The Women’s & Children’s Hospital and The Queen Elizabeth Hospital, SA"
